Form ID,Lobbyist/Registrant,Organization/Firm,Employer,Registration Period
R001100,"Utley, Hallie  ",Bayer U.S. LLC,Bayer U.S. LLC,11/01/19-10/31/20
R003633,"Valentino-Benitez, Ellen ","VBA, Inc.","GenOn Mid-Atlantic, Inc.",02/17/20-05/31/20
R005950,"Valentino-Benitez, Ellen ","VBA, Inc.",Internet Association,11/01/20-05/31/21
R010909,"Valentino-Benitez, Ellen ","VBA, Inc.",Owner-Operator Independent Drivers Association,11/01/21-10/31/22
R010905,"Valentino-Benitez, Ellen ","VBA, Inc.",Alliance of Health Care Sharing Ministries,11/01/21-10/31/22
R010953,"Valentino-Benitez, Ellen ","VBA, Inc.",Manufacturers' Alliance of Maryland (MAM),11/01/21-10/31/22
R004068,"Valentino-Benitez, Ellen ","VBA, Inc.",Mid-Atlantic NATO,08/11/20-10/31/20
R006471,"Valentino-Benitez, Ellen ","VBA, Inc.",Mid-Atlantic Petroleum Distributors Association,11/01/20-10/31/21
R010894,"Valentino-Benitez, Ellen ","VBA, Inc.",Maryland-Delaware-DC Beverage Association,11/01/21-10/31/22
R010908,"Valentino-Benitez, Ellen ","VBA, Inc.",Mid-Atlantic NATO,11/01/21-10/31/22
R010907,"Valentino-Benitez, Ellen ","VBA, Inc.",Capital One,11/01/21-10/31/22
R002460,"Valentino-Benitez, Ellen ","VBA, Inc.",Mid-Atlantic Petroleum Distributors Association,11/01/19-10/31/20
R003460,"Valentino-Benitez, Ellen ","VBA, Inc.",Christian Care Ministry,01/29/20-06/27/20
R003403,"Valentino-Benitez, Ellen ","VBA, Inc.",Internet Association,01/23/20-10/31/20
R007854,"Valentino-Benitez, Ellen ","VBA, Inc.",Owner-Operator Independent Drivers Association,06/28/21-10/31/21
R007177,"Valentino-Benitez, Ellen ","VBA, Inc.",Managed Funds Association,01/14/21-05/31/21
R005951,"Valentino-Benitez, Ellen ","VBA, Inc.",Mid-Atlantic NATO,11/01/20-10/31/21
R002461,"Valentino-Benitez, Ellen ","VBA, Inc.",Capital One,11/01/19-10/31/20
R007420,"Valentino-Benitez, Ellen ","VBA, Inc.","Mechanical Contractors Association of Maryland, Inc.",02/04/21-05/02/21
R005948,"Valentino-Benitez, Ellen ","VBA, Inc.",Alliance of Health Care Sharing Ministries,11/01/20-10/31/21
R002459,"Valentino-Benitez, Ellen ","VBA, Inc.",Maryland-Delaware-DC Beverage Association,11/01/19-10/31/20
R003429,"Valentino-Benitez, Ellen ","VBA, Inc.",Managed Funds Association,01/27/20-05/31/20
R004077,"Valentino-Benitez, Ellen ","VBA, Inc.",Alliance of Health Care Sharing Ministries,08/13/20-10/31/20
R005949,"Valentino-Benitez, Ellen ","VBA, Inc.",Capital One,11/01/20-10/31/21
R006470,"Valentino-Benitez, Ellen ","VBA, Inc.",Maryland-Delaware-DC Beverage Association,11/01/20-10/31/21
R010895,"Valentino-Benitez, Ellen ","VBA, Inc.",Mid-Atlantic Petroleum Distributors Association,11/01/21-10/31/22
R003064,"Van Rens, Robert Michael",NVR Associates LLP,MarylandStateTartan.Com,01/05/20-10/01/20
R002561,"Van Rens, Robert Michael",NVR Associates LLP,Career Firefighter Association of Frederick County,11/14/19-04/30/20
R003063,"Van Rens, Robert Michael",NVR Associates LLP,Town of Hancock,01/05/20-10/31/20
R003125,"Vandergriff, Roger Kyle",Status Solutions,Status Solutions,01/07/20-01/31/20
R006795,"Vaughan, Regan K.",Catholic Charities,Catholic Charities,12/07/20-10/31/21
R003151,"Vaughan, Regan K.",Catholic Charities,Catholic Charities,01/09/20-10/31/20
R008845,"Venable, Victoria ",CCAN Action Fund,CCAN Action Fund,11/01/21-05/01/22
R002541,"Ventrudo, Mikaila ",Mikaila Ventrudo,"One Call Concepts, Inc.",11/01/19-10/31/20
R004988,"Vernick, Nicolette Highsmith",The Horizon Foundation of Howard County,"Horizon Foundation of Howard County, Inc., The",11/01/20-10/31/21
R008036,"Vernick, Nicolette Highsmith",The Horizon Foundation of Howard County,"Horizon Foundation of Howard County, Inc., The",11/01/21-10/31/22
R002799,"Vernick, Nicolette Highsmith",The Horizon Foundation of Howard County,"Horizon Foundation of Howard County, Inc., The",12/04/19-10/31/20
R003569,"Voigt, Molly ",Giffords,Giffords,02/07/20-10/31/20
R003306,"Voigt, Joseph W","Compass Management Partners, Inc.","Compass Government Relations Partners, LLC",01/16/20-04/30/20
R006667,"Voigt, Molly ",Giffords,Giffords,11/30/20-10/31/21
R000722,"Voytek, Steve ","ACT, Inc.","ACT, Inc.",11/01/19-07/10/20
R007916,"Voytek, Madeline ",Maryland Chamber of Commerce,Maryland Chamber of Commerce,07/29/21-10/31/21
R010687,"Voytek, Madeline ",Maryland Chamber of Commerce,Maryland Chamber of Commerce,11/01/21-10/31/22
R003227,"Vranian, Danielle M","Baxter, Baker, Sidle, Conn & Jones, P.A.",Association of Dental Support Organizations,01/13/20-10/31/20
R003229,"Vranian, Danielle M","Baxter, Baker, Sidle, Conn & Jones, P.A.",Maryland Radiological Society,01/13/20-10/31/20
R003230,"Vranian, Danielle M","Baxter, Baker, Sidle, Conn & Jones, P.A.",Maryland Hospital Association,01/13/20-10/31/20
R009329,"Vranian, Danielle M","Baxter, Baker, Sidle, Conn & Jones, P.A.",Atlantic Recycling Group,11/01/21-10/31/22
R006444,"Vranian, Danielle M","Baxter, Baker, Sidle, Conn & Jones, P.A.",Quality Imaging Access Coalition of Maryland,11/01/20-10/31/21
R009331,"Vranian, Danielle M","Baxter, Baker, Sidle, Conn & Jones, P.A.",Maryland Radiological Society,11/01/21-10/31/22
R009333,"Vranian, Danielle M","Baxter, Baker, Sidle, Conn & Jones, P.A.",Quality Imaging Access Coalition of Maryland,11/01/21-10/31/22
R009416,"Vranian, Danielle M","Baxter, Baker, Sidle, Conn & Jones, P.A.",SunSource Dispensary Coalition LLC,11/01/21-10/31/22
R006446,"Vranian, Danielle M","Baxter, Baker, Sidle, Conn & Jones, P.A.",University of Maryland Charles Regional Medical Center,11/01/20-10/31/21
R006447,"Vranian, Danielle M","Baxter, Baker, Sidle, Conn & Jones, P.A.",Heartland Dental,11/01/20-10/31/21
R006440,"Vranian, Danielle M","Baxter, Baker, Sidle, Conn & Jones, P.A.",Maryland Radiological Society,11/01/20-10/31/21
R006441,"Vranian, Danielle M","Baxter, Baker, Sidle, Conn & Jones, P.A.",Maryland Hospital Association,11/01/20-04/01/21
R006445,"Vranian, Danielle M","Baxter, Baker, Sidle, Conn & Jones, P.A.",Lexington Park Investors,11/01/20-04/01/21
R009332,"Vranian, Danielle M","Baxter, Baker, Sidle, Conn & Jones, P.A.",University of Maryland Charles Regional Medical Center,11/01/21-10/31/22
R009328,"Vranian, Danielle M","Baxter, Baker, Sidle, Conn & Jones, P.A.",Association of Dental Support Organizations,11/01/21-10/31/22
R006442,"Vranian, Danielle M","Baxter, Baker, Sidle, Conn & Jones, P.A.",Atlantic Recycling Group,11/01/20-10/31/21
R003270,"Vranian, Danielle M","Baxter, Baker, Sidle, Conn & Jones, P.A.",University of Maryland Charles Regional Medical Center,01/14/20-10/31/20
R003231,"Vranian, Danielle M","Baxter, Baker, Sidle, Conn & Jones, P.A.",Quality Imaging Access Coalition of Maryland,01/13/20-10/31/20
R003232,"Vranian, Danielle M","Baxter, Baker, Sidle, Conn & Jones, P.A.",Lexington Park Investors,01/13/20-10/31/20
R003228,"Vranian, Danielle M","Baxter, Baker, Sidle, Conn & Jones, P.A.",Atlantic Recycling Group,01/13/20-10/31/20
R003399,"Vranian, Danielle M","Baxter, Baker, Sidle, Conn & Jones, P.A.",Heartland Dental,01/24/20-10/31/20
R009330,"Vranian, Danielle M","Baxter, Baker, Sidle, Conn & Jones, P.A.",Heartland Dental,11/01/21-10/31/22
R006439,"Vranian, Danielle M","Baxter, Baker, Sidle, Conn & Jones, P.A.",Association of Dental Support Organizations,11/01/20-10/31/21
R008582,"Walker, Brady ",Orsted North America Inc.,"Orsted North America, Inc.",11/01/21-10/31/22
R003675,"Walker, Brady ",Orsted North America Inc.,"Orsted North America, Inc.",02/25/20-10/31/20
R003379,"Walker, Stefan ",The Politics Store,"Politics Store, The",01/23/20-10/31/20
R004497,"Walker, Brady ",Orsted North America Inc.,"Orsted North America, Inc.",11/01/20-10/31/21
R010659,"Wallace , K. Alexander ","Z&C, LLC","Oracle America, Inc.",11/01/21-10/31/22
R007227,"Wallace , K. Alexander ","Z&C, LLC",Maryland Alliance of YMCA,01/18/21-10/31/21
R007228,"Wallace , K. Alexander ","Z&C, LLC","Motorola Solutions, Inc.",01/18/21-10/31/21
R007230,"Wallace , K. Alexander ","Z&C, LLC","Oracle America, Inc.",01/18/21-10/31/21
R007231,"Wallace , K. Alexander ","Z&C, LLC",GCOM,01/18/21-10/31/21
R007427,"Wallace , K. Alexander ","Z&C, LLC",Security Industry Association,02/04/21-10/31/21
R007347,"Wallace , K. Alexander ","Z&C, LLC",Sixteen Thirty Fund,01/27/21-10/31/21
R010663,"Wallace , K. Alexander ","Z&C, LLC",Maryland Alliance of YMCA,11/01/21-10/31/22
R010662,"Wallace , K. Alexander ","Z&C, LLC",Potomac Valley Home Medical,11/01/21-10/31/22
R010661,"Wallace , K. Alexander ","Z&C, LLC",Security Industry Association,11/01/21-10/31/22
R010664,"Wallace , K. Alexander ","Z&C, LLC",BusPatrol America LLC,11/01/21-10/31/22
R010665,"Wallace , K. Alexander ","Z&C, LLC",Baltimore Collegetown Network,11/01/21-10/31/22
R007229,"Wallace , K. Alexander ","Z&C, LLC",System Automation,01/18/21-10/31/21
R010658,"Wallace , K. Alexander ","Z&C, LLC","Motorola Solutions, Inc.",11/01/21-10/31/22
R007855,"Wallerstedt, Anne ",Maryland Food Bank,Maryland Food Bank,06/29/21-10/31/21
R001271,"Wallerstedt, Anne Zmuda",Maryland Catholic Conference,Maryland Catholic Conference,11/01/19-09/11/20
R009372,"Walmsley, Keith ",Walmsley Strategies,Securities Industry Financial Markets Association (SIFMA),11/01/21-10/31/22
R009368,"Walmsley, Keith ",Walmsley Strategies,Mid-Atlantic Financial Services Association,11/01/21-10/31/22
R009374,"Walmsley, Keith ",Walmsley Strategies,Walmsley Strategies,11/01/21-10/31/22
R009355,"Walmsley, Keith ",Walmsley Strategies,Bank of America Corporation,11/01/21-10/31/22
R009367,"Walmsley, Keith ",Walmsley Strategies,Mallinckrodt Pharmaceuticals,11/01/21-10/31/22
R009373,"Walmsley, Keith ",Walmsley Strategies,"Turo, Inc.",11/01/21-10/31/22
R009365,"Walmsley, Keith ",Walmsley Strategies,Consumer Data Industry Association,11/01/21-10/31/22
R009366,"Walmsley, Keith ",Walmsley Strategies,Fiserv,11/01/21-10/31/22
R009370,"Walmsley, Keith ",Walmsley Strategies,"SHI International, Corporation",11/01/21-10/31/22
R009369,"Walmsley, Keith ",Walmsley Strategies,Microsoft Corporation,11/01/21-10/31/22
R009363,"Walmsley, Keith ",Walmsley Strategies,"CarMax, Inc.",11/01/21-10/31/22
R001694,"Walsh, Michael ",Capitol Strategies,Capitol Strategies LLC,11/01/19-10/31/20
R010056,"Walsh, Michael ",Capitol Strategies,Capitol Strategies LLC,11/01/21-10/31/22
R006437,"Walsh, Michael ",Capitol Strategies,Capitol Strategies LLC,11/01/20-10/31/21
R003023,"Washington, Charles , Jr.",Baltimore Gas & Electric,Baltimore Gas and Electric Company,12/30/19-10/31/20
R008230,"Washington, Ryan ",AOBA,AOBA,11/01/21-10/31/22
R008993,"Washington, Charles , Jr.",Baltimore Gas & Electric,Baltimore Gas and Electric Company,11/01/21-10/31/22
R005349,"Washington, Charles , Jr.",Baltimore Gas & Electric,Baltimore Gas and Electric Company,11/01/20-10/31/21
R007564,"Washington, Ryan ",AOBA,AOBA,02/08/21-10/31/21
R006764,"Waskey, Jason ",Blue Crab Strategies,"Utility Associates, Inc.",11/25/20-08/31/21
R004045,"Waskey, Jason ",Blue Crab Strategies,"Utility Associates, Inc.",07/29/20-10/31/20
R002674,"Waterman, Chloe ",Friends of the Earth,Friends of the Earth,11/21/19-10/31/20
R007153,"Waterman, Chloe ",Friends of the Earth,Friends of the Earth,01/13/21-10/31/21
R009244,"Watson, Kerry  Russell",MGM Resorts International ,MGM Resorts International,11/01/21-10/31/22
R005061,"Watson, Kerry  Russell",MGM National Harbor,MGM National Harbor,11/01/20-10/31/21
R000755,"Watson, Kerry  Russell",MGM National Harbor,MGM National Harbor,11/01/19-10/31/20
R002715,"Weber, Joy ",Orsted North America Inc.,"Orsted Wind Power North America, Inc.",11/01/19-10/31/20
R010423,"Weber, Ellen Marie",Legal Action Center,Legal Action Center,11/01/21-10/31/22
R000059,"Weber, David ",National Rifle Association ,National Rifle Association,02/13/20-03/07/20
R002909,"Weber, Ellen Marie",Legal Action Center,Legal Action Center,12/17/19-10/31/20
R004808,"Weber, Ellen Marie",Legal Action Center,Legal Action Center,11/01/20-10/31/21
R008708,"Weintraub, Jason F.",Gordon Feinblatt LLC,"SunMed Growers, LLC",11/01/21-10/31/22
R006412,"Weintraub, Jason F.",Gordon Feinblatt LLC,"Talen Energy Supply, LLC",11/11/20-10/31/21
R006859,"Weintraub, Jason F.",Gordon Feinblatt LLC,AFSCME Council 3,12/11/20-10/31/21
R007559,"Weintraub, Jason F.",Gordon Feinblatt LLC,"FanDuel, Inc.",03/01/21-10/31/21
R008694,"Weintraub, Jason F.",Gordon Feinblatt LLC,CVS Health,11/01/21-10/31/22
R007652,"Weintraub, Jason F.",Gordon Feinblatt LLC,"Enterprise RAC Company of Baltimore, LLC dba Rifkin Weiner Livingston, LLC",03/20/21-10/31/21
R006298,"Weintraub, Jason F.",Gordon Feinblatt LLC,American Property Casualty Insurance Association,11/11/20-10/31/21
R006364,"Weintraub, Jason F.",Gordon Feinblatt LLC,Maryland Thoroughbred Horsemen's Association,11/11/20-10/31/21
R006360,"Weintraub, Jason F.",Gordon Feinblatt LLC,Maryland Multi-Housing Association,11/11/20-10/31/21
R006368,"Weintraub, Jason F.",Gordon Feinblatt LLC,Mid-Atlantic Collectors Association,11/11/20-10/31/21
R006352,"Weintraub, Jason F.",Gordon Feinblatt LLC,Maryland Bankers Association,11/11/20-10/31/21
R008702,"Weintraub, Jason F.",Gordon Feinblatt LLC,Maryland Multi-Housing Association,11/01/21-10/31/22
R008698,"Weintraub, Jason F.",Gordon Feinblatt LLC,"FanDuel, Inc.",11/01/21-10/31/22
R008676,"Weintraub, Jason F.",Gordon Feinblatt LLC,CareFirst BlueCross BlueShield,11/01/21-10/31/22
R006356,"Weintraub, Jason F.",Gordon Feinblatt LLC,Maryland Building Industry Association,11/11/20-10/31/21
R007432,"Weintraub, Jason F.",Gordon Feinblatt LLC,"Mayor and City of Baltimore, The",02/08/21-10/31/21
R006985,"Weintraub, Jason F.",Gordon Feinblatt LLC,"Albertsons Companies, Inc.",01/01/21-10/31/21
R006372,"Weintraub, Jason F.",Gordon Feinblatt LLC,"SunMed Growers, LLC",11/11/20-10/31/21
R007965,"Weintraub, Jason F.",Gordon Feinblatt LLC,"Juul Labs, Inc.",08/24/21-10/31/21
R008707,"Weintraub, Jason F.",Gordon Feinblatt LLC,Mid-Atlantic Collectors Association,11/01/21-10/31/22
R008709,"Weintraub, Jason F.",Gordon Feinblatt LLC,University of Phoenix,11/01/21-10/31/22
R008699,"Weintraub, Jason F.",Gordon Feinblatt LLC,"Juul Labs, Inc.",11/01/21-10/31/22
R008673,"Weintraub, Jason F.",Gordon Feinblatt LLC,American Property Casualty Insurance Association,11/01/21-10/31/22
R008667,"Weintraub, Jason F.",Gordon Feinblatt LLC,"Albertsons Companies, Inc.",11/01/21-10/31/22
R006340,"Weintraub, Jason F.",Gordon Feinblatt LLC,Curtis Bay Medical Waste Services,11/11/20-10/31/21
R006338,"Weintraub, Jason F.",Gordon Feinblatt LLC,CareFirst BlueCross BlueShield,11/11/20-10/31/21
R006344,"Weintraub, Jason F.",Gordon Feinblatt LLC,CVS Health,11/11/20-10/31/21
R008703,"Weintraub, Jason F.",Gordon Feinblatt LLC,Maryland Thoroughbred Horsemen's Association,11/01/21-10/31/22
R008701,"Weintraub, Jason F.",Gordon Feinblatt LLC,Maryland Building Industry Association,11/01/21-10/31/22
R008664,"Weintraub, Jason F.",Gordon Feinblatt LLC,AFSCME Council 3,11/01/21-10/31/22
R008700,"Weintraub, Jason F.",Gordon Feinblatt LLC,Maryland Bankers Association,11/01/21-10/31/22
R006378,"Weintraub, Jason F.",Gordon Feinblatt LLC,University of Phoenix,11/11/20-10/31/21
R007596,"Weintraub, Jason F.",Gordon Feinblatt LLC,Calpine Energy Solutions LLC,03/08/21-10/31/21
R006674,"Weisel, Meredith R.",Anti-Defamation League,Anti-Defamation League (ADL),11/16/20-10/31/21
R003450,"Weisel, Meredith R.",Anti-Defamation League,Anti-Defamation League (ADL),01/29/20-10/31/20
R002180,"Weisel, Meredith R.",Jewish Community Relations Council of Greater Washington,Jewish Community Relations Council of Greater Washington,11/01/19-12/10/19
R009617,"Weisel, Meredith R.",Anti-Defamation League,Anti-Defamation League (ADL),11/01/21-10/31/22
R002752,"Welch, Parker ",Maryland Farm Bureau,Maryland Farm Bureau,11/29/19-05/01/20
R003150,"Weller, Melissa G","Law Office of Frank D. Boston, III",Maryland State Fraternal Order of Police,01/08/20-10/31/20
R008048,"Wellington, Jordan ",VS Strategies,Culta,11/01/21-05/01/22
R000840,"White, Josh ",Perry White Ross & Jacobson,Concentra,11/01/19-10/31/20
R000806,"White, Josh ",Perry White Ross & Jacobson,AT&T,11/01/19-10/31/20
R000859,"White, Josh ",Perry White Ross & Jacobson,IWP (Injured Workers Pharmacy),11/01/19-10/31/20
R000860,"White, Josh ",Perry White Ross & Jacobson,Konterra Realty,11/01/19-10/31/20
R000848,"White, Josh ",Perry White Ross & Jacobson,Ernst & Young,11/01/19-10/31/20
R000850,"White, Josh ",Perry White Ross & Jacobson,Fidelity Investments,11/01/19-10/31/20
R001757,"White, Josh ",Perry White Ross & Jacobson,Glaxo Smith Kline,11/01/19-10/31/20
R001761,"White, Josh ",Perry White Ross & Jacobson,"Uber Technologies, Inc.",11/01/19-10/31/20
R001746,"White, Josh ",Perry White Ross & Jacobson,"Darden, Inc.",11/01/19-04/02/20
R001750,"White, Josh ",Perry White Ross & Jacobson,"St. John Properties, Inc.",11/01/19-10/31/20
R001755,"White, Josh ",Perry White Ross & Jacobson,Washington Gas,11/01/19-10/31/20
R002035,"White, Josh ",Perry White Ross & Jacobson,RPAI US Management LLC,11/01/19-10/31/20
R003292,"White, Josh ",Perry White Ross & Jacobson,Cross Street Partners,01/13/20-10/31/20
R003294,"White, Josh ",Perry White Ross & Jacobson,McCormack Baron Salazar Inc.,01/13/20-10/31/20
R003556,"White, Michael A",Michael White,Cal Ripken Sr. Foundation,02/03/20-10/31/20
R003999,"White, Josh ",Perry White Ross & Jacobson,Discovery Behavioral Health,06/23/20-10/31/20
R008390,"White, Josh ",Perry White Ross & Jacobson,Campaign for Recycling and the Environment,11/01/21-10/31/22
R008396,"White, Josh ",Perry White Ross & Jacobson,Cross Street Partners,11/01/21-10/31/22
R008398,"White, Josh ",Perry White Ross & Jacobson,"DraftKings, Inc.",11/01/21-10/31/22
R008403,"White, Josh ",Perry White Ross & Jacobson,"FirstEnergy, Corp.",11/01/21-10/31/22
R008399,"White, Josh ",Perry White Ross & Jacobson,Election Systems & Software,11/01/21-10/31/22
R008451,"White, Josh ",Perry White Ross & Jacobson,Washington Gas,11/01/21-10/31/22
R008433,"White, Josh ",Perry White Ross & Jacobson,Procter & Gamble,11/01/21-10/31/22
R008437,"White, Josh ",Perry White Ross & Jacobson,Recovery Centers of America,11/01/21-10/31/22
R008438,"White, Josh ",Perry White Ross & Jacobson,"Redwood Capital Investments, LLC",11/01/21-10/31/22
R008409,"White, Josh ",Perry White Ross & Jacobson,Greenberg Gibbons,11/01/21-10/31/22
R008426,"White, Josh ",Perry White Ross & Jacobson,National Venture Capital Association,11/01/21-10/31/22
R008416,"White, Josh ",Perry White Ross & Jacobson,Innovative Lending Platform Association,11/01/21-10/31/22
R008413,"White, Josh ",Perry White Ross & Jacobson,"Holy Cross Health, Inc.",11/01/21-10/31/22
R008415,"White, Josh ",Perry White Ross & Jacobson,"IDEXX Laboratories, Inc.",11/01/21-10/31/22
R005558,"White, Josh ",Perry White Ross & Jacobson,Election Systems & Software,11/01/20-10/31/21
R004653,"White, Josh ",Perry White Ross & Jacobson,"Uber Technologies, Inc.",11/01/20-10/31/21
R005706,"White, Josh ",Perry White Ross & Jacobson,Transurban,11/01/20-10/31/21
R005535,"White, Josh ",Perry White Ross & Jacobson,"Altria Client Services LLC and its Affiliates - Philip Morris USA Inc., John Middleton Co., and U.S. Smokeless Tobacco Company, LLC",11/01/20-10/31/21
R004821,"White, Josh ",Perry White Ross & Jacobson,Discovery Behavioral Health,11/01/20-10/31/21
R005579,"White, Josh ",Perry White Ross & Jacobson,Greenberg Gibbons,11/01/20-10/31/21
R005582,"White, Josh ",Perry White Ross & Jacobson,"HDR Engineering, Inc.",11/01/20-10/31/21
R005553,"White, Josh ",Perry White Ross & Jacobson,"DraftKings, Inc.",11/01/20-10/31/21
R000808,"White, Josh ",Perry White Ross & Jacobson,Baltimore Scrap Corp.,11/01/19-10/31/20
R000814,"White, Josh ",Perry White Ross & Jacobson,Cisco,11/01/19-10/31/20
R000816,"White, Josh ",Perry White Ross & Jacobson,Calvin Cafritz Enterprises,11/01/19-10/31/20
R000818,"White, Josh ",Perry White Ross & Jacobson,CNU Online Holdings,11/01/19-10/31/20
R000845,"White, Josh ",Perry White Ross & Jacobson,Daycon,11/01/19-10/31/20
R000847,"White, Josh ",Perry White Ross & Jacobson,Election Systems & Software,11/01/19-10/31/20
R000862,"White, Josh ",Perry White Ross & Jacobson,Maryland Horse Breeders Association,11/01/19-10/31/20
R000855,"White, Josh ",Perry White Ross & Jacobson,"HDR Engineering, Inc.",11/01/19-10/31/20
R000856,"White, Josh ",Perry White Ross & Jacobson,"Holy Cross Health, Inc.",11/01/19-10/31/20
R000858,"White, Josh ",Perry White Ross & Jacobson,"iHeart Media, Inc., Clear Channel Outdoor and Affiliated Entities",11/01/19-10/31/20
R001744,"White, Josh ",Perry White Ross & Jacobson,Preston Scheffenacker Properties,11/01/19-10/31/20
R001748,"White, Josh ",Perry White Ross & Jacobson,Scotts Miracle-Gro Company,11/01/19-10/31/20
R001749,"White, Josh ",Perry White Ross & Jacobson,Sellers Dorsey & Associates,11/01/19-10/31/20
R001752,"White, Josh ",Perry White Ross & Jacobson,Transurban,11/01/19-10/31/20
R001758,"White, Josh ",Perry White Ross & Jacobson,Recovery Centers of America,11/01/19-10/31/20
R002034,"White, Josh ",Perry White Ross & Jacobson,Republic Services,11/01/19-10/31/20
R002055,"White, Josh ",Perry White Ross & Jacobson,Shield Investments LLC,11/01/19-04/30/20
R002033,"White, Josh ",Perry White Ross & Jacobson,Urban Investment Partners (UIP),11/01/19-10/31/20
R002774,"White, Josh ",Perry White Ross & Jacobson,Penn Quarters Partners,12/01/19-10/31/20
R003094,"White, Rachel Fallon",Advocates for Children and Youth,Advocates for Children and Youth,01/06/20-10/31/20
R003512,"White, Marceline Awards",Maryland Consumer Rights Coalition,Maryland Consumer Rights Coalition,02/04/20-10/31/20
R008404,"White, Josh ",Perry White Ross & Jacobson,"FMR, LLC",11/01/21-10/31/22
R008407,"White, Josh ",Perry White Ross & Jacobson,Glaxo Smith Kline,11/01/21-10/31/22
R008401,"White, Josh ",Perry White Ross & Jacobson,Ernst & Young,11/01/21-10/31/22
R008424,"White, Josh ",Perry White Ross & Jacobson,Mercy Medical Center,11/01/21-10/31/22
R008422,"White, Josh ",Perry White Ross & Jacobson,Maryland Horse Breeders Association,11/01/21-10/31/22
R008380,"White, Josh ",Perry White Ross & Jacobson,28 Walker Associates LLC,11/01/21-10/31/22
R008443,"White, Josh ",Perry White Ross & Jacobson,Stevenson University,11/01/21-10/31/22
R008439,"White, Josh ",Perry White Ross & Jacobson,Republic Services,11/01/21-10/31/22
R008414,"White, Josh ",Perry White Ross & Jacobson,Howard Hughes Corporation,11/01/21-10/31/22
R008408,"White, Josh ",Perry White Ross & Jacobson,Global Tel Link (GTL),11/01/21-10/31/22
R008394,"White, Josh ",Perry White Ross & Jacobson,Concentra,11/01/21-10/31/22
R008452,"White, Josh ",Perry White Ross & Jacobson,"Wegmans Food Markets, Inc.",11/01/21-10/31/22
R008387,"White, Josh ",Perry White Ross & Jacobson,B&O Railroad Museum,11/01/21-10/31/22
R005551,"White, Josh ",Perry White Ross & Jacobson,"Corizon Health, Inc.",11/01/20-10/31/21
R005705,"White, Josh ",Perry White Ross & Jacobson,Sun Service LLC,11/01/20-10/31/21
R005541,"White, Josh ",Perry White Ross & Jacobson,Cisco,11/01/20-10/31/21
R004652,"White, Josh ",Perry White Ross & Jacobson,Sellers Dorsey & Associates,11/01/20-10/31/21
R005702,"White, Josh ",Perry White Ross & Jacobson,Scotts Miracle-Gro Company,11/01/20-10/31/21
R005698,"White, Josh ",Perry White Ross & Jacobson,Procter & Gamble,11/01/20-10/31/21
R000820,"White, Josh ",Perry White Ross & Jacobson,"Airbnb, Inc.",11/01/19-10/31/20
R000803,"White, Josh ",Perry White Ross & Jacobson,Anheuser-Busch Companies,11/01/19-10/31/20
R000842,"White, Josh ",Perry White Ross & Jacobson,Corvias Solutions,11/01/19-10/31/20
R000841,"White, Josh ",Perry White Ross & Jacobson,"Corizon Health, Inc.",11/01/19-10/31/20
R001760,"White, Josh ",Perry White Ross & Jacobson,"Washington Football Team, The",11/01/19-10/31/20
R001747,"White, Josh ",Perry White Ross & Jacobson,Science Applications International Corporation (SAIC),11/01/19-10/31/20
R001754,"White, Josh ",Perry White Ross & Jacobson,W.R. Grace & Co.,11/01/19-10/31/20
R002032,"White, Josh ",Perry White Ross & Jacobson,Tradepoint Atlantic,11/01/19-10/31/20
R002773,"White, Josh ",Perry White Ross & Jacobson,Surescripts,12/01/19-10/31/20
R003282,"White, Josh ",Perry White Ross & Jacobson,Bayer U.S. LLC,01/15/20-10/31/20
R003295,"White, Josh ",Perry White Ross & Jacobson,"Penn Station Partners, LLC",02/17/20-10/31/20
R003769,"White, Michael A",Michael White,Boys and Girls Club of Metropolitan Baltimore,03/07/20-10/31/20
R003782,"White, Josh ",Perry White Ross & Jacobson,Innovative Lending Platform Association,03/09/20-10/31/20
R006280,"White, Rachel Fallon",Advocates for Children and Youth,Advocates for Children and Youth,11/01/20-10/31/21
R008440,"White, Josh ",Perry White Ross & Jacobson,Science Applications International Corporation (SAIC),11/01/21-10/31/22
R008447,"White, Josh ",Perry White Ross & Jacobson,"Uber Technologies, Inc.",11/01/21-10/31/22
R008444,"White, Josh ",Perry White Ross & Jacobson,Stewart Companies,11/01/21-10/31/22
R008434,"White, Josh ",Perry White Ross & Jacobson,Public Service Enterprise Group,11/01/21-10/31/22
R008402,"White, Josh ",Perry White Ross & Jacobson,"FanDuel, Inc.",11/01/21-10/31/22
R008400,"White, Josh ",Perry White Ross & Jacobson,Envirotest Systems Holdings Corp.,11/01/21-10/31/22
R008432,"White, Josh ",Perry White Ross & Jacobson,Ports America Chesapeake,11/01/21-10/31/22
R008384,"White, Josh ",Perry White Ross & Jacobson,Anheuser-Busch Companies,11/01/21-10/31/22
R008391,"White, Josh ",Perry White Ross & Jacobson,Canton Stevedoring,11/01/21-10/31/22
R008397,"White, Josh ",Perry White Ross & Jacobson,"Darden, Inc.",11/01/21-10/31/22
R008410,"White, Josh ",Perry White Ross & Jacobson,Greenvest,11/01/21-10/31/22
R008442,"White, Josh ",Perry White Ross & Jacobson,Sellers Dorsey & Associates,11/01/21-10/31/22
R008418,"White, Josh ",Perry White Ross & Jacobson,IWP (Injured Workers Pharmacy),11/01/21-10/31/22
