Form ID,Lobbyist/Registrant,Organization/Firm,Employer,Reporting Period,Lobbyist Compensation,Staff Expenses,Office Expenses,Research Expenses,Communications,Witness Fees or Expenses,Other Operating Expenses,Sponsored Event Expenses,Tickets to Events Expenses,Meal & Bev at Meetings,Meal & Bev for Speaking,Meal & Bev for Officials,Gift expenses,Total Expenses
A005035,"Paul, Cathryn","CASA de Maryland, Inc.","CASA de Maryland, Inc.",05/01/20-10/31/20,"$10,007.72",$158.08,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$10,165.80"
A013302,"Paul, Cathryn","CASA de Maryland, Inc.","CASA de Maryland, Inc.",02/17/21-04/30/21,"$13,123.35","$5,442.46",$197.02,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$18,762.83"
A005034,"Paul, Cathryn","CASA de Maryland, Inc.","CASA de Maryland, Inc.",12/05/19-04/30/20,"$8,245.93",$0.00,"$23,990.03",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$32,235.96"
A013005,"Pennington, Steven",ANUA International ,ANUA International,05/01/21-10/31/21,"$24,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$24,000.00"
A013004,"Pennington, Steven",ANUA International ,ANUA International,02/01/21-04/30/21,"$12,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$12,000.00"
A004129,"Percy, Davion",Alexander & Cleaver,Western Maryland Scenic Railroad,05/01/20-10/31/20,"$2,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,500.00"
A004131,"Percy, Davion",Alexander & Cleaver,Regional Manufacturing Institute of Maryland,05/01/20-10/31/20,"$3,333.34",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$3,333.34"
A004139,"Percy, Davion",Alexander & Cleaver,Prince George's County Chamber of Commerce,05/01/20-10/31/20,"$1,666.66",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,666.66"
A004142,"Percy, Davion",Alexander & Cleaver,Maryland Community Action Partnership,11/01/19-04/30/20,"$4,166.68",$0.00,$0.00,$0.00,$0.00,$0.00,$103.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$4,269.68"
A004148,"Percy, Davion",Alexander & Cleaver,"Motorola Solutions, Inc.",11/01/19-04/30/20,"$7,666.66",$0.00,$0.00,$0.00,$0.00,$0.00,$103.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$7,769.66"
A004153,"Percy, Davion",Alexander & Cleaver,Association of Maryland Pilots,05/01/20-10/31/20,"$10,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$10,000.00"
A004154,"Percy, Davion",Alexander & Cleaver,Diamond Game,11/01/19-04/30/20,"$8,600.00",$0.00,$0.00,$0.00,$0.00,$0.00,$103.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$8,703.00"
A004157,"Percy, Davion",Alexander & Cleaver,"Gantech, Inc.",05/01/20-10/31/20,"$5,833.34",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$5,833.34"
A001471,"Percy, Davion",Alexander & Cleaver,City of Gaithersburg,11/01/19-04/30/20,"$2,916.65",$0.00,$0.00,$0.00,$0.00,$0.00,$103.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$3,019.65"
A001528,"Percy, Davion",Alexander & Cleaver,"Daily Record, The",05/01/20-10/31/20,"$6,250.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$6,250.00"
A013496,"Percy, Davion","Percy Public Affairs, LLC","Mr. BioClean, Inc.",03/16/21-04/30/21,"$5,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$5,000.00"
A011961,"Percy, Davion","Percy Public Affairs, LLC",Handle 19 Sportsbook,11/30/20-04/30/21,"$36,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$36,000.00"
A012013,"Percy, Davion","Percy Public Affairs, LLC",Prince George's County Chamber of Commerce,11/13/20-04/30/21,"$5,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$5,000.00"
A007080,"Percy, Davion","Percy Public Affairs, LLC",Compassion and Choices,09/25/20-10/31/20,"$11,250.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$11,250.00"
A007081,"Percy, Davion","Percy Public Affairs, LLC",Prince George's County Chamber of Commerce,10/01/20-10/31/20,"$3,333.32",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$3,333.32"
A005877,"Percy, Davion",Alexander & Cleaver,Consumer Healthcare Products Association,05/01/20-10/31/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A005902,"Percy, Davion",Alexander & Cleaver,Maryland Speech Language Hearing Association,05/01/20-10/31/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A006941,"Percy, Davion","Percy Public Affairs, LLC",Doctors Community Hospital,07/10/20-10/31/20,"$15,333.32",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$15,333.32"
A006947,"Percy, Davion","Percy Public Affairs, LLC",Prince George's County Municipal Association,07/10/20-10/31/20,"$8,333.35",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$8,333.35"
A006331,"Percy, Davion",Alexander & Cleaver,"RMPB Enterprises, LLC",05/01/20-10/31/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A004123,"Percy, Davion",Alexander & Cleaver,Families for Education Improvement,05/01/20-10/31/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A004124,"Percy, Davion",Alexander & Cleaver,Sensus USA,11/01/19-04/30/20,"$4,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$4,000.00"
A004125,"Percy, Davion",Alexander & Cleaver,Sensus USA,05/01/20-10/31/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A004128,"Percy, Davion",Alexander & Cleaver,Western Maryland Scenic Railroad,11/01/19-04/30/20,"$2,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$103.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,103.00"
A004137,"Percy, Davion",Alexander & Cleaver,Potomac Valley Home Medical,05/01/20-10/31/20,"$4,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$4,000.00"
A004146,"Percy, Davion",Alexander & Cleaver,"Maryland Center for Legal Assistance, LLC",11/01/19-04/30/20,"$3,800.00",$0.00,$0.00,$0.00,$0.00,$0.00,$103.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$3,903.00"
A004149,"Percy, Davion",Alexander & Cleaver,"Motorola Solutions, Inc.",05/01/20-10/31/20,"$8,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$8,000.00"
A004155,"Percy, Davion",Alexander & Cleaver,Diamond Game,05/01/20-10/31/20,"$7,600.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$7,600.00"
A004158,"Percy, Davion",Alexander & Cleaver,Doctors Community Hospital,11/01/19-04/30/20,"$22,999.98",$0.00,$0.00,$0.00,$0.00,$0.00,$103.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$23,102.98"
A004159,"Percy, Davion",Alexander & Cleaver,Doctors Community Hospital,05/01/20-10/31/20,"$7,666.66",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$7,666.66"
A004162,"Percy, Davion",Alexander & Cleaver,"ConAgra Grocery Products Company, LLC",11/01/19-04/30/20,"$2,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,000.00"
A001270,"Percy, Davion",Alexander & Cleaver,"Allegany Museum, Inc.",05/01/20-10/31/20,"$1,250.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,250.00"
A001527,"Percy, Davion",Alexander & Cleaver,"Daily Record, The",11/01/19-04/30/20,"$3,146.66",$0.00,$0.00,$0.00,$0.00,$0.00,$103.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$3,249.66"
A001544,"Percy, Davion",Alexander & Cleaver,Atlantic Richfield Company (ARCO),05/01/20-10/31/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A006133,"Percy, Davion",Alexander & Cleaver,"Alexander & Cleaver, P.A.",02/04/20-04/30/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$103.00,"$4,351.30",$0.00,$0.00,$0.00,$0.00,$0.00,"$4,454.30"
A006330,"Percy, Davion",Alexander & Cleaver,"RMPB Enterprises, LLC",02/11/20-04/30/20,"$3,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$103.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$3,103.00"
A006456,"Percy, Davion",Alexander & Cleaver,National Psoriasis Foundation,02/20/20-04/30/20,"$5,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$103.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$5,603.00"
A006942,"Percy, Davion","Percy Public Affairs, LLC","Marlton Golf Course & Country Club, LLC",07/10/20-10/31/20,"$10,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$10,000.00"
A006973,"Percy, Davion","Percy Public Affairs, LLC",Maryland Speech Language Hearing Association,08/03/20-10/31/20,"$1,666.68",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,666.68"
A006457,"Percy, Davion",Alexander & Cleaver,National Psoriasis Foundation,05/01/20-10/31/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A006781,"Percy, Davion",Alexander & Cleaver,"Gimbal, Inc.",05/01/20-10/31/20,"$8,333.33",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$8,333.33"
A004119,"Percy, Davion",Alexander & Cleaver,"Iron Flames Technologies, Inc.",05/01/20-10/31/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A004126,"Percy, Davion",Alexander & Cleaver,Printing and Graphics Association MidAtlantic,11/01/19-04/30/20,"$3,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$103.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$3,103.00"
A004134,"Percy, Davion",Alexander & Cleaver,Workday,11/01/19-04/30/20,"$8,666.60",$0.00,$0.00,$0.00,$0.00,$0.00,$103.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$8,769.60"
A004143,"Percy, Davion",Alexander & Cleaver,Maryland Community Action Partnership,05/01/20-10/31/20,"$3,333.34",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$3,333.34"
A004144,"Percy, Davion",Alexander & Cleaver,National Cryptologic Museum Foundation (NCMF),11/01/19-04/30/20,"$5,083.31",$0.00,$0.00,$0.00,$0.00,$0.00,$103.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$5,186.31"
A004151,"Percy, Davion",Alexander & Cleaver,Maryland Alliance of YMCA,05/01/20-10/31/20,"$4,833.32",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$4,833.32"
A001472,"Percy, Davion",Alexander & Cleaver,City of Gaithersburg,05/01/20-10/31/20,"$5,166.66",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$5,166.66"
A001500,"Percy, Davion",Alexander & Cleaver,Death with Dignity National Center,05/01/20-10/31/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A001543,"Percy, Davion",Alexander & Cleaver,Atlantic Richfield Company (ARCO),11/01/19-04/30/20,"$2,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,000.00"
A011999,"Percy, Davion","Percy Public Affairs, LLC",Prince George's County Municipal Association,11/13/20-04/30/21,"$10,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$10,000.00"
A012001,"Percy, Davion","Percy Public Affairs, LLC",Maryland Community Action Partnership,11/13/20-04/30/21,"$10,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$10,000.00"
A012003,"Percy, Davion","Percy Public Affairs, LLC","Marlton Golf Course & Country Club, LLC",11/13/20-04/30/21,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A012011,"Percy, Davion","Percy Public Affairs, LLC",Leota Professional Resources,11/13/20-04/30/21,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A004118,"Percy, Davion",Alexander & Cleaver,"Iron Flames Technologies, Inc.",11/01/19-04/30/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A004122,"Percy, Davion",Alexander & Cleaver,Families for Education Improvement,11/01/19-04/30/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A004127,"Percy, Davion",Alexander & Cleaver,Printing and Graphics Association MidAtlantic,05/01/20-10/31/20,"$6,400.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$6,400.00"
A004130,"Percy, Davion",Alexander & Cleaver,Regional Manufacturing Institute of Maryland,11/01/19-04/30/20,"$3,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$103.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$3,103.00"
A004132,"Percy, Davion",Alexander & Cleaver,"Sherwin-Williams Company, The",11/01/19-04/30/20,"$3,333.30",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$3,333.30"
A004133,"Percy, Davion",Alexander & Cleaver,"Sherwin-Williams Company, The",05/01/20-10/31/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A004135,"Percy, Davion",Alexander & Cleaver,Workday,05/01/20-10/31/20,"$8,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$8,000.00"
A004145,"Percy, Davion",Alexander & Cleaver,National Cryptologic Museum Foundation (NCMF),05/01/20-10/31/20,"$6,166.66",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$6,166.66"
A004156,"Percy, Davion",Alexander & Cleaver,"Gantech, Inc.",11/01/19-04/30/20,"$2,500.05",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,500.05"
A001269,"Percy, Davion",Alexander & Cleaver,"Allegany Museum, Inc.",11/01/19-04/30/20,"$2,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$103.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,103.00"
A012815,"Percy, Davion","Percy Public Affairs, LLC",Consumer Healthcare Products Association,01/08/21-04/30/21,"$20,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$20,000.00"
A006967,"Percy, Davion","Percy Public Affairs, LLC",Maryland Community Action Partnership,07/20/20-10/31/20,"$8,333.35",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$8,333.35"
A006815,"Percy, Davion",Alexander & Cleaver,"Mr. BioClean, Inc.",05/18/20-10/31/20,"$6,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$6,000.00"
A006943,"Percy, Davion","Percy Public Affairs, LLC",Leota Professional Resources,07/10/20-10/31/20,"$8,400.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$8,400.00"
A012005,"Percy, Davion","Percy Public Affairs, LLC",Compassion and Choices,11/13/20-04/30/21,"$15,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$15,000.00"
A012007,"Percy, Davion","Percy Public Affairs, LLC",Doctors Community Hospital,11/13/20-04/30/21,"$22,999.98",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$22,999.98"
A012009,"Percy, Davion","Percy Public Affairs, LLC",Maryland Speech Language Hearing Association,11/13/20-04/30/21,"$4,099.98",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$4,099.98"
A005901,"Percy, Davion",Alexander & Cleaver,Maryland Speech Language Hearing Association,01/15/20-04/30/20,"$3,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$103.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$3,103.00"
A005876,"Percy, Davion",Alexander & Cleaver,Consumer Healthcare Products Association,01/15/20-04/30/20,"$18,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$103.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$18,103.00"
A004114,"Percy, Davion",Alexander & Cleaver,Kennedy Krieger Institute,11/01/19-12/31/19,"$4,666.67",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$4,666.67"
A004136,"Percy, Davion",Alexander & Cleaver,Potomac Valley Home Medical,11/01/19-04/30/20,"$4,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$103.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$4,103.00"
A004138,"Percy, Davion",Alexander & Cleaver,Prince George's County Chamber of Commerce,11/01/19-04/30/20,"$4,999.98",$0.00,$0.00,$0.00,$0.00,$0.00,$103.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$5,102.98"
A004140,"Percy, Davion",Alexander & Cleaver,Prince George's County Municipal Association,11/01/19-04/30/20,"$10,000.02",$0.00,$500.00,$0.00,$0.00,$0.00,$103.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$10,603.02"
A004141,"Percy, Davion",Alexander & Cleaver,Prince George's County Municipal Association,05/01/20-10/31/20,"$3,333.34",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$3,333.34"
A004147,"Percy, Davion",Alexander & Cleaver,"Maryland Center for Legal Assistance, LLC",05/01/20-10/31/20,"$1,900.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,900.00"
A004150,"Percy, Davion",Alexander & Cleaver,Maryland Alliance of YMCA,11/01/19-04/30/20,"$1,083.30",$0.00,$0.00,$0.00,$0.00,$0.00,$103.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,186.30"
A004152,"Percy, Davion",Alexander & Cleaver,Association of Maryland Pilots,11/01/19-04/30/20,"$10,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$103.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$10,103.00"
A004160,"Percy, Davion",Alexander & Cleaver,Leota Professional Resources,11/01/19-04/30/20,"$17,499.96",$0.00,$0.00,$0.00,$0.00,$0.00,$103.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$17,602.96"
A004161,"Percy, Davion",Alexander & Cleaver,Leota Professional Resources,05/01/20-10/31/20,"$4,416.66",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$4,416.66"
A001499,"Percy, Davion",Alexander & Cleaver,Death with Dignity National Center,11/01/19-04/30/20,"$10,750.00",$0.00,$0.00,$0.00,$0.00,$0.00,$103.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$10,853.00"
A006134,"Percy, Davion",Alexander & Cleaver,"Alexander & Cleaver, P.A.",05/01/20-10/31/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A005002,"Perez, Lawrence","L.A. Perez Consulting, LLC",Prince George's County Council,12/16/19-04/30/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A005009,"Perez, Lawrence","L.A. Perez Consulting, LLC",Melwood,05/01/20-10/31/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A012274,"Perez, Lawrence","L.A. Perez Consulting, LLC",City of Laurel,12/23/20-04/30/21,"$12,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$12,000.00"
A012277,"Perez, Lawrence","L.A. Perez Consulting, LLC",Foundation Community Enrichment,05/01/21-05/01/21,"$30,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$30,000.00"
A005008,"Perez, Lawrence","L.A. Perez Consulting, LLC",Melwood,12/16/19-04/30/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A012280,"Perez, Lawrence","L.A. Perez Consulting, LLC","Town of Brentwood, The",12/23/20-04/30/21,"$30,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$30,000.00"
A005003,"Perez, Lawrence","L.A. Perez Consulting, LLC",Prince George's County Council,05/01/20-10/31/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A012272,"Perez, Lawrence","L.A. Perez Consulting, LLC",Prince George's County Council,12/23/20-04/30/21,"$55,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$55,000.00"
A012276,"Perez, Lawrence","L.A. Perez Consulting, LLC",Foundation Community Enrichment,12/23/20-04/30/21,"$12,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$12,000.00"
A012278,"Perez, Lawrence","L.A. Perez Consulting, LLC",NCBP Property LLC,12/23/20-04/30/21,"$15,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$15,000.00"
A012463,"Perez, Lawrence","L.A. Perez Consulting, LLC",Mission of Love Charities,01/01/21-04/30/21,"$10,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$10,000.00"
A012465,"Perez, Lawrence","L.A. Perez Consulting, LLC",Melwood,01/01/21-04/30/21,"$10,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$10,000.00"
A004964,"Perry, Timothy ",Perry White Ross & Jacobson,"US Wind, Inc.",02/01/19-04/30/19,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A004965,"Perry, Timothy ",Perry White Ross & Jacobson,"US Wind, Inc.",05/01/19-06/30/19,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A000522,"Perry, Timothy ",Perry White Ross & Jacobson,Corning Incorporated,10/24/19-10/31/19,"$5,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$5,000.00"
A001584,"Perry, Timothy ",Perry White Ross & Jacobson,"MD Solar 1, LLC / Origis Development, LLC",05/01/20-10/31/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A001589,"Perry, Timothy ",Perry White Ross & Jacobson,Konterra Realty,11/01/19-04/30/20,"$40,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$40,000.00"
A001602,"Perry, Timothy ",Perry White Ross & Jacobson,Urban Investment Partners (UIP),05/01/20-10/31/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A001606,"Perry, Timothy ",Perry White Ross & Jacobson,Daycon,05/01/20-10/31/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
